id_product,id_category
484766,272
484767,272
484864,81
484911,272
484963,265
485052,253
485098,267
485115,265
485176,272
485240,85
485241,85
485414,78
485455,265
485521,274
485537,297
485539,286
485542,286
485544,297
485546,253
485548,297
485549,287
485551,295
485552,297
485553,305
485554,297
485591,258
485673,286
485678,286
485683,286
485688,286
485689,297
485691,297
485726,287
485746,305
485748,297
485751,265
485950,272
485973,255
486182,259
486183,265
486186,259
486195,66
486214,275
486329,253
486462,78
486633,272
486639,286
486690,286
486723,265
486755,258
486765,252
486768,262
486769,261
486774,262
486782,286
486849,275
487050,302
487051,302
487052,302
487053,302
487054,302
487205,302
487206,304
487207,302
487262,274
487275,255
487535,286
487722,283
487724,265
487750,308
487785,265
487800,274
487827,272
487910,254
487926,306
487932,286
487937,49
488012,302
488015,302
488016,302
488017,302
488018,302
488064,245
488068,245
488137,258
488175,252
488178,258
488311,265
488320,306
488369,265
488544,262
488546,262
488549,263
488555,262
488561,274
488564,254
488614,286
488628,286
488682,70
488697,94
488984,252
488991,306
489001,286
489215,70
489217,87
489435,91
489436,91
489512,267
489607,66
489758,78
489838,272
489905,306
489906,286
490048,262
490097,77
490098,274
490113,274
490176,272
490275,275
490436,306
490460,253
490473,302
490676,272
490776,255
490793,255
490794,252
490829,91
490856,255
491011,272
491036,274
491039,272
491046,274
491065,253
491070,302
491168,265
491293,255
491350,275
491532,257
491563,253
491680,255
491692,272
491696,272
491912,272
491913,272
491992,68
492171,272
492221,255
492244,59
492245,298
492567,298
492678,262
492683,261
492841,90
492853,306
492876,78
492892,306
492894,78
492897,286
492899,298
492943,261
492969,306
492971,306
493103,304
493124,80
493197,272
493398,275
493420,306
493421,306
493425,255
493432,253
493438,255
493649,305
493652,306
493666,297
493741,262
493753,306
493766,265
493810,272
493814,308
493826,87
493836,252
493836,254
493995,87
494030,253
494058,253
494074,306
494088,94
494094,88
494171,253
494289,255
494291,255
494292,253
494327,255
494344,262
494360,262
494414,253
494428,252
494472,262
494570,274
494608,265
494691,272
494910,265
494935,270
494938,267
495030,302
495153,57
495161,273
495163,299
495347,297
495360,262
495393,306
495418,286
495495,253
495560,259
495573,306
495616,245
495628,262
495680,252
495685,252
495692,252
495695,252
495705,252
495725,259
495728,259
495730,259
495733,259
495742,259
495864,87
495884,262
495949,57
495953,71
495979,257
495986,255
496110,252
496111,252
496159,75
496202,274
496441,75
496463,80
496507,275
496573,275
496629,75
496630,75
496632,75
496735,306
496762,265
496819,272
496891,265
496923,268
496931,253
496989,80
496992,75
497093,262
497154,276
497189,262
497193,262
497197,276
497202,262
497217,272
497224,59
497225,59
497233,272
497245,306
497247,298
497284,59
497326,274
497350,262
497352,264
497353,264
497358,264
497361,264
497366,264
497369,264
497436,274
497448,272
497464,265
497513,306
497637,262
497640,262
497642,308
497653,286
497664,59
497706,272
497709,272
497716,253
497728,272
497734,265
497741,255
497787,259
497806,254
497811,265
497816,265
497817,299
497823,253
497895,94
497915,94
497926,252
497940,252
497943,252
498029,252
498044,262
498061,255
498106,272
498171,262
498180,262
498181,263
498376,255
498480,304
498543,258
498619,262
498620,262
498621,261
498674,272
498723,254
498735,272
498737,272
498738,272
498739,272
498740,255
498741,254
498742,255
498743,306
498744,306
498779,265
498793,253
498794,306
498826,255
498845,254
499004,252
499142,245
499188,245
499243,252
499248,252
499249,252
499288,261
499289,262
499290,262
499291,262
499295,262
499296,262
499297,262
499299,262
499305,265
499334,499
499334,78
499359,253
499368,302
499375,85
499393,69
499396,66
499426,252
499472,274
499523,264
499553,94
499578,75
499582,71
499588,75
499589,71
499594,87
499598,87
499764,75
499787,272
499788,272
499802,302
499807,81
499878,272
499883,259
499885,259
499958,75
499959,80
499967,264
499977,259
499979,259
500018,252
500096,75
500133,253
500134,275
500153,89
500262,264
500314,69
500348,259
500357,261
500358,262
500362,262
500363,262
500364,262
500369,265
500371,265
500372,89
500373,273
500394,255
500399,258
500427,258
500435,74
500448,252
500449,308
500451,302
500557,255
500764,272
500771,273
500780,273
500806,87
500814,273
500815,69
500825,100
500846,86
500864,93
500992,254
501054,265
501115,272
501117,272
501118,272
501119,272
501120,272
501121,272
501123,272
501129,306
501134,286
501136,306
501137,286
501149,272
501158,272
501286,264
501288,264
501291,264
501301,264
501316,265
501320,274
501322,272
501323,272
501325,267
501396,275
501405,263
501406,263
501407,263
501436,252
501448,307
501501,276
501509,252
501568,262
501616,259
501619,259
501620,259
501722,259
501784,81
501794,78
501807,273
501820,252
501829,259
501830,259
501863,259
501880,272
501882,273
501886,252
501892,273
501902,245
501904,252
501914,262
501915,262
501921,272
501923,276
501924,276
501926,276
502024,262
502085,272
502118,252
502157,265
502168,265
502175,272
502176,272
502178,252
502186,252
502222,255
502223,255
502224,87
502229,265
502255,265
502261,75
502262,71
502305,263
502306,268
502315,272
502321,75
502322,80
502393,258
502424,254
502456,253
502522,265
502589,258
502621,87
502631,144
502634,252
502645,252
502660,302
502717,262
502718,262
502752,255
502771,252
502836,70
502869,274
502880,265
502889,265
502921,254
502941,94
503010,272
503076,263
503095,264
503134,254
503175,276
503215,302
503258,265
503338,252
503375,308
503475,90
503502,259
503554,272
503569,254
503569,255
503623,262
503642,265
503650,262
503654,263
503657,76
503679,258
503703,253
503729,297
503742,273
503751,274
503808,259
503809,259
503820,259
503831,260
503834,259
503835,259
503862,272
504056,270
504060,262
504063,272
504113,265
504151,245
504152,245
504154,252
504155,252
504196,265
504209,252
504263,78
504318,253
504335,264
504347,264
504353,255
504357,275
504388,265
504395,272
504404,262
504410,263
504413,264
504414,272
504415,264
504416,272
504619,254
504631,252
504658,308
504667,308
504736,252
504742,252
504743,272
504825,252
504852,262
504881,267
504890,70
504904,272
504927,272
504935,259
504960,253
504963,306
505018,262
505038,283
505048,272
505071,259
505082,259
505083,259
505091,258
505094,265
505196,252
505216,262
505220,252
505221,252
505222,245
505224,245
505230,252
505232,252
505284,274
505417,262
505420,262
505427,262
505428,262
505429,262
505439,259
505507,272
505512,286
505516,272
505561,272
505573,98
505602,272
505604,273
505704,265
505710,262
505718,259
505724,272
505751,272
505763,259
505764,254
505765,258
505790,245
505838,272
505844,274
505882,-1
505882,306
505940,265
505975,275
505991,78
506012,259
506014,259
506018,275
506098,306
506110,273
506166,255
506177,73
506183,298
506190,298
506191,59
506195,74
506200,75
506205,298
506221,264
506269,258
506273,274
506321,272
506356,252
506368,297
506369,296
506379,306
506381,272
506408,272
506410,270
506411,270
506412,302
506413,66
506414,75
506452,297
506486,252
506491,265
506494,267
506495,252
506503,245
506515,273
506528,252
506579,306
506585,286
506589,253
506621,245
506632,252
506679,254
506796,255
506898,273
506903,252
506904,265
506905,273
506906,253
506993,265
507075,308
507077,255
507087,252
507092,252
507111,253
507112,255
507113,275
507120,253
507181,94
507224,265
507274,75
507320,93
507361,254
507399,77
507412,274
507431,255
507533,252
507563,306
507564,268
507610,252
507648,286
507651,272
507674,273
507676,252
507697,265
507706,273
507724,262
507755,273
507799,255
507834,252
507854,302
507883,286
507884,306
507888,306
507889,286
507909,259
507910,259
507978,274
507981,259
507987,80
508009,274
508045,66
508156,306
508156,293
508182,255
508184,297
508206,306
508227,265
508282,272
508293,254
508318,306
508320,77
508323,306
508384,274
508389,262
508393,274
508457,298
508463,298
508498,253
508541,255
508542,255
508543,257
508544,257
508546,255
508570,255
508576,252
508579,255
508638,255
508640,274
508643,267
508671,308
508691,259
508742,255
508754,272
508762,308
508764,255
508766,308
508769,255
508782,308
508783,252
508789,302
508808,252
508811,252
508835,98
508837,245
508843,256
508903,255
508929,272
508931,252
508932,308
508933,308
508935,272
508941,265
508942,265
508949,308
508973,286
508982,272
508987,253
508993,286
509014,265
509015,265
509017,265
509018,265
509021,306
509028,306
509032,265
509038,258
509041,265
509042,273
509091,286
509097,258
509129,262
509133,255
509134,253
509135,253
509137,253
509138,253
509159,263
509210,254
509228,259
509280,252
509363,255
509365,252
509415,287
509436,254
509457,272
509465,252
509468,262
509485,252
509486,252
509497,286
509530,262
509551,258
509571,265
509572,265
509618,75
509629,286
509631,265
509637,265
509642,275
509651,286
509653,66
509668,252
509669,306
509688,275
509700,274
509732,253
509843,272
509893,308
509937,255
509958,253
509994,308
509999,265
510010,265
510014,258
510017,258
510018,253
510025,265
510045,258
510060,306
510074,272
510075,275
510093,255
510126,265
510142,254
510159,252
510197,275
510208,298
510210,252
510220,272
510264,59
510278,298
510283,298
510295,298
510314,298
510316,57
510321,272
510337,245
510398,308
510407,273
510414,91
510415,91
510419,91
510420,91
510461,265
510465,253
510484,272
510504,86
510556,258
510618,66
510644,252
510675,272
510684,272
510688,272
510696,253
510724,74
510770,272
510789,258
510791,253
510869,272
510877,275
510933,258
510959,262
510967,274
510968,275
511033,262
511044,265
511047,275
511081,81
511105,81
511121,272
511167,255
511190,263
511209,270
511213,302
511214,272
511222,270
511228,272
511242,267
511245,270
511246,302
511250,270
511296,265
511304,265
511305,265
511371,265
511414,258
511549,267
511555,69
511559,254
511569,273
511590,308
511595,306
511651,71
511653,73
511663,75
511716,252
511722,265
511783,80
511801,80
511802,80
511803,80
511817,255
511818,265
511828,252
511863,252
511874,252
511923,252
511924,306
511940,302
511961,253
511965,258
511971,270
511986,253
512008,258
512027,258
512031,258
512075,283
512116,253
512148,265
512187,272
512190,258
512230,252
512231,245
512232,252
512236,245
512237,252
512251,265
512253,252
512254,245
512256,252
512297,255
512300,81
512309,252
512314,255
512317,308
512382,259
512385,259
512391,262
512392,262
512417,92
512428,92
512508,274
512554,308
512557,262
512568,253
512581,75
512630,87
512631,87
512640,94
512699,259
512725,262
512743,252
512783,252
512840,263
512964,78
512972,272
512988,78
512989,83
513005,78
513007,78
513089,252
513132,255
513143,265
513145,255
513195,258
513239,272
513257,252
513325,272
513337,272
513371,265
513373,253
513377,274
513402,275
513512,262
513578,262
513692,78
513696,274
513699,255
513699,-1
513701,255
513726,272
513733,265
513739,272
513743,255
513745,252
513782,265
513870,262
513963,286
513984,286
514053,262
514134,87
514138,87
514157,87
514179,255
514182,255
514232,254
514278,245
514421,75
514482,306
514577,254
514577,258
514691,258
514692,253
514693,253
514810,255
514817,253
514825,258
514865,275
514869,265
514878,255
514920,265
514935,259
514937,258
515013,274
515026,306
515029,306
515030,252
515042,252
515074,86
515080,306
515104,286
515133,255
515136,245
515158,259
515178,265
515189,255
515201,252
515221,252
515235,252
515238,252
515241,252
515243,252
515250,252
515254,252
515262,252
515265,252
515267,255
515291,265
515305,75
515306,75
515314,71
515319,75
515321,71
515323,71
515327,80
515328,71
515331,71
515346,71
515357,71
515411,255
515415,274
515459,255
515512,308
515514,262
515581,66
515692,252
515693,252
515730,57
515740,265
515748,255
515766,252
515769,252
515776,252
515780,252
515815,272
515833,304
515927,255
515937,255
515949,295
515989,253
515991,255
515993,255
516000,255
516063,267
516131,273
516150,252
516219,87
516461,75
516549,81
516550,81
516608,262
516614,255
516656,252
516664,255
516666,306
516701,265
516709,265
516712,254
516723,265
516724,265
516734,75
516741,272
516777,264
516778,264
516786,75
516789,265
516802,252
516806,265
516809,275
516840,77
516859,67
516898,274
516900,274
516903,252
516951,67
517040,265
517046,75
517054,272
517063,265
517180,272
517331,275
517360,272
517361,272
517378,274
517442,262
517452,265
517462,254
517474,80
517495,293
517507,78
517530,254
517585,272
517589,78
517596,253
517678,259
517718,297
517724,74
517729,74
517732,74
517739,80
517762,92
517782,270
517790,254
517795,267
517813,252
517840,252
517880,80
517893,254
517921,306
517931,305
517936,306
517937,71
517943,264
517945,264
517959,286
517961,297
518090,252
518091,306
518125,262
518129,302
518131,69
518158,274
518166,71
518175,275
518176,252
518190,88
518191,91
518205,252
518311,304
518318,259
518328,272
518329,272
518358,263
518526,252
518529,265
518572,252
518573,252
518579,265
518585,265
518595,308
518608,265
518630,78
518639,274
518647,272
518648,272
518729,265
518754,274
518765,92
518806,272
518827,264
518831,262
518978,89
518980,87
519024,277
519049,271
519079,264
519145,272
519169,80
519192,267
519192,277
519219,277
519220,277
519222,71
519242,75
519243,-1
519243,76
519282,265
519283,265
519293,75
519356,272
519397,272
519403,272
519441,87
519475,78
519477,77
519512,274
519516,259
519524,299
519550,252
519583,272
519584,308
519588,245
519589,274
519601,252
519604,77
519712,252
519718,245
519728,275
519737,252
519749,252
519756,252
519773,245
519780,252
519788,252
519789,252
519797,259
519809,252
519815,302
519818,258
519827,252
519847,252
519853,258
519856,245
519863,252
519894,258
519914,272
519925,258
519926,265
519929,265
519930,289
519933,252
519936,286
519975,75
519987,75
520025,274
520133,254
520175,302
520204,252
520363,77
520364,265
520370,306
520390,96
520392,274
520418,302
520424,268
520427,302
520431,255
520456,252
520457,275
520495,255
520496,308
520508,252
520509,272
520513,275
520567,275
520590,308
520591,274
520627,252
520628,272
520658,253
520688,71
520736,66
520785,286
520794,77
520829,253
520841,245
520912,75
520963,75
521023,258
521062,308
521068,75
521102,75
521254,255
521262,306
521266,71
521269,252
521272,265
521302,252
521335,259
521393,155
521426,75
521442,75
521457,71
521462,75
521463,80
521467,75
521471,252
521508,255
521511,253
521660,75
521661,75
521779,298
521780,59
521781,57
521782,59
521784,57
521804,80
521805,80
521807,80
521810,80
521817,80
521846,276
521874,252
521970,302
521978,87
522008,272
522010,272
522018,272
522021,272
522023,275
522024,275
522026,275
522027,272
522028,272
522034,94
522043,254
522044,87
522045,94
522068,254
522073,254
522076,265
522077,265
522078,265
522090,254
522092,254
522128,245
522139,254
522167,272
522178,262
522183,87
522223,306
522272,306
522297,94
522346,252
522347,252
522372,245
522373,252
522374,252
522398,254
522453,93
522461,75
522505,262
522508,254
522518,67
522560,87
522561,263
522590,272
522638,253
522639,94
522655,245
522661,66
522678,94
522680,94
522688,262
522718,262
522722,262
522725,286
522747,264
522754,272
522803,306
522804,286
522846,258
522913,306
522918,265
522952,272
522992,286
522996,255
523017,265
523120,71
523132,255
523137,255
523150,253
523159,253
523160,253
523168,267
523196,306
523377,57
523391,298
523404,274
523465,298
523468,59
523479,256
523488,512
523489,73
523490,512
523490,73
523514,286
523518,67
523529,252
523533,258
523535,274
523543,274
523544,255
523552,258
523554,265
523555,265
523557,275
523558,272
523569,75
523570,71
523607,255
523625,297
523635,258
523642,265
523645,254
523649,254
523654,259
523657,265
523665,306
523669,286
523676,306
523683,253
523686,306
523689,87
523707,255
523732,306
523749,275
523756,274
523776,262
523857,306
523890,66
523891,66
523892,66
523915,264
523924,265
523936,296
523944,297
523950,265
523990,259
523998,273
524006,272
524036,252
524061,275
524149,272
524152,265
524302,265
524305,265
524307,265
524313,254
524363,253
524396,265
524412,308
524454,49
524458,69
524465,75
524486,302
524494,298
524500,262
524517,275
524529,253
524573,59
524607,306
524624,78
524656,253
524718,308
524719,253
524770,80
524783,268
524800,254
524825,272
524834,308
524855,265
524869,275
524906,66
524922,272
524929,252
524939,252
524959,308
524979,297
525087,255
525096,258
525111,78
525122,274
525241,74
525242,272
525256,255
525261,255
525323,253
525335,265
525345,308
525352,265
525360,265
525456,275
525457,253
525460,74
525500,272
525512,275
525518,274
525538,265
525563,256
525568,259
525581,245
525583,274
525590,253
525621,91
525656,275
525658,265
525670,265
525675,297
525748,306
525815,255
525821,255
525825,255
525831,255
525838,272
525905,75
525926,265
525932,265
525979,304
526029,265
526076,265
526127,265
526129,94
526130,265
526134,94
526140,272
526158,94
526182,272
526194,252
526250,308
526260,252
526261,252
526266,252
526285,252
526302,252
526319,262
526342,259
526361,265
526434,252
526512,265
526562,272
526594,252
526599,258
526608,272
526613,259
526622,259
526637,275
526708,255
526733,255
526739,267
526747,255
526751,274
526777,308
526823,283
526825,81
526836,265
526840,259
526841,253
526842,306
526858,308
526864,253
526865,302
526887,255
526959,308
526963,254
526980,306
527101,265
527144,91
527172,262
527201,275
527203,262
527208,267
527210,254
527234,265
527237,275
527238,265
527239,265
527251,265
527285,274
527358,306
527367,259
527383,92
527392,259
527409,252
527487,265
527517,267
527540,262
527551,78
527561,252
527573,252
527575,252
527581,255
527601,252
527657,252
527661,302
527662,302
527687,262
527693,74
527714,90
527718,87
527720,265
527781,272
527783,272
527790,272
527792,258
527888,306
